winning_team,country
Sweden,Finland
Australia,New Zealand
Denmark,Finland
German DR,German DR
Hungary,Poland
Russia,Soviet Union
England,Northern Ireland
Bulgaria,German DR
Poland,Republic of Ireland
Spain,Spain
Mauritius,Réunion
Madagascar,Réunion
England,England
Madagascar,Réunion
Denmark,Sweden
German DR,German DR
Northern Ireland,Scotland
Wales,England
Republic of Ireland,Republic of Ireland
England,England
Northern Ireland,Northern Ireland
Yugoslavia,Switzerland
Hungary,German DR
Italy,England
Scotland,Scotland
Brazil,Brazil
Switzerland,Switzerland
Sweden,Sweden
Portugal,Portugal
Portugal,German DR
Poland,Poland
Norway,Finland
Spain,Poland
Portugal,Portugal
Sweden,Sweden
Romania,Poland
Finland,Finland
Russia,Soviet Union
Brazil,Brazil
Brazil,Brazil
Russia,China PR
Scotland,Northern Ireland
Germany,Switzerland
Spain,Spain
Sweden,Sweden
Sweden,England
Republic of Ireland,Republic of Ireland
England,England
Spain,Spain
Poland,Israel
Brazil,Ecuador
Uruguay,Ecuador
Argentina,Ecuador
Uruguay,Ecuador
Argentina,Ecuador
El Salvador,El Salvador
Malaysia,Thailand
Vietnam Republic,Thailand
Costa Rica,El Salvador
Vietnam Republic,Thailand
Thailand,Thailand
Malaysia,Thailand
Thailand,Thailand
Uruguay,Ecuador
Vietnam Republic,Thailand
Brazil,Ecuador
Argentina,Ecuador
Uruguay,Ecuador
Ecuador,Ecuador
Brazil,Ecuador
Spain,Spain
Republic of Ireland,Republic of Ireland
Switzerland,Switzerland
England,Scotland
Cameroon,Madagascar
Mali,Madagascar
Burkina Faso,Madagascar
Ivory Coast,Madagascar
Ivory Coast,Madagascar
Burkina Faso,Madagascar
Congo,Madagascar
Cameroon,Madagascar
Mali,Madagascar
Cameroon,Madagascar
Congo,Madagascar
Madagascar,Madagascar
Madagascar,Madagascar
Cameroon,Madagascar
Congo,Madagascar
Cameroon,Madagascar
Cameroon,Madagascar
Madagascar,Madagascar
Poland,Scotland
Portugal,Portugal
Yugoslavia,England
Spain,Spain
Sweden,Sweden
Switzerland,Switzerland
Russia,Soviet Union
Mali,Mali Federation
Sweden,Finland
Poland,Poland
Brazil,Brazil
Brazil,Brazil
Germany,Iceland
Russia,German DR
France,Finland
Wales,Republic of Ireland
France,Poland
North Vietnam,Vietnam DR
China PR,Vietnam DR
China PR,Vietnam DR
North Korea,Vietnam DR
England,Northern Ireland
North Korea,Vietnam DR
China PR,Vietnam DR
Switzerland,Switzerland
Sweden,Sweden
Sweden,Sweden
England,England
Germany,Northern Ireland
German DR,German DR
Sweden,Sweden
Republic of Ireland,Republic of Ireland
Scotland,Scotland
England,England
Israel,Israel
Argentina,Ecuador
Hungary,Egypt
Israel,Israel
Israel,Israel
Portugal,Portugal
Spain,Spain
Wales,Northern Ireland
England,England
Scotland,Scotland
Scotland,Republic of Ireland
England,England
Netherlands,German DR
Wales,Spain
Switzerland,Switzerland
Poland,Poland
England,Portugal
Japan,Japan
Sweden,Sweden
Argentina,Portugal
South Korea,Japan
Spain,Spain
Bulgaria,Finland
Russia,Soviet Union
Morocco,German DR
Argentina,Soviet Union
Yugoslavia,Poland
Finland,Finland
Brazil,Brazil
Russia,Soviet Union
Sweden,Sweden
Hungary,German DR
Austria,Soviet Union
England,England
Scotland,Scotland
Scotland,Northern Ireland
Czechoslovakia,Republic of Ireland
Germany,Poland
Italy,Israel
Northern Ireland,Northern Ireland
South Korea,Israel
Poland,Poland
Sweden,Sweden
England,England
Switzerland,Switzerland
Poland,Poland
Scotland,Scotland
Northern Ireland,England
Spain,Spain
Gambia,Senegal
Yugoslavia,Israel
Madagascar,Ivory Coast
Liberia,Ivory Coast
Ivory Coast,Ivory Coast
Senegal,Ivory Coast
Niger,Ivory Coast
Benin,Ivory Coast
Ivory Coast,Ivory Coast
Cameroon,Ivory Coast
Benin,Ivory Coast
Burkina Faso,Ivory Coast
Ivory Coast,Ivory Coast
Senegal,Ivory Coast
Senegal,Ivory Coast
Benin,Ivory Coast
Egypt,Egypt
England,England
Sweden,Sweden
Austria,Republic of Ireland
Scotland,Scotland
Russia,Sweden
Brazil,Brazil
Brazil,Brazil
Russia,Soviet Union
Uruguay,Scotland
Russia,Soviet Union
Brazil,Brazil
Brazil,Brazil
England,England
Brazil,Brazil
Brazil,Brazil
Belgium,Portugal
German DR,German DR
Poland,Poland
New Zealand,New Zealand
New Zealand,New Zealand
Sweden,Finland
Norway,Iceland
Gabon,Gabon
Thailand,Thailand
Republic of Ireland,Republic of Ireland
Cameroon,Gabon
Republic of Ireland,Iceland
Hungary,Poland
Denmark,Finland
Yugoslavia,German DR
France,England
Northern Ireland,Poland
Morocco,Poland
German DR,German DR
Ghana,Nyasaland
Austria,Israel
England,Northern Ireland
Sweden,Sweden
Spain,Spain
Norway,Sweden
Scotland,Scotland
Sweden,Thailand
England,England
German DR,German DR
Turkey,Israel
Northern Ireland,Northern Ireland
Ivory Coast,Senegal
Portugal,Portugal
Nigeria,Cameroon
Kuwait,Kuwait
France,Spain
China PR,Pakistan
Pakistan,Pakistan
China PR,Pakistan
China PR,Pakistan
Ivory Coast,Ivory Coast
Panama,El Salvador
El Salvador,El Salvador
Costa Rica,El Salvador
Curaçao,El Salvador
Honduras,El Salvador
Panama,El Salvador
Guatemala,El Salvador
Honduras,El Salvador
Costa Rica,El Salvador
Mexico,El Salvador
Honduras,El Salvador
Panama,El Salvador
Mexico,El Salvador
Curaçao,El Salvador
Honduras,El Salvador
Guatemala,El Salvador
Lebanon,Lebanon
Syria,Lebanon
Netherlands,Switzerland
Tunisia,Lebanon
Kuwait,Lebanon
Curaçao,El Salvador
Costa Rica,El Salvador
Wales,Northern Ireland
Tunisia,Lebanon
Syria,Lebanon
Costa Rica,El Salvador
El Salvador,El Salvador
Scotland,England
Tunisia,Lebanon
Lebanon,Lebanon
El Salvador,El Salvador
Costa Rica,El Salvador
Syria,Lebanon
Tunisia,Lebanon
Senegal,Senegal
Nigeria,Senegal
Madagascar,Senegal
Liberia,Senegal
France,Senegal
Gabon,Senegal
Congo,Senegal
DR Congo,Senegal
Argentina,Brazil
Tunisia,Senegal
Congo,Senegal
Senegal,Senegal
Cameroon,Senegal
Benin,Senegal
Madagascar,Senegal
France,Senegal
Burkina Faso,Senegal
Ivory Coast,Senegal
Tunisia,Senegal
Tunisia,Senegal
Ivory Coast,Senegal
Brazil,Brazil
Senegal,Senegal
Madagascar,Senegal
Benin,Senegal
Gabon,Senegal
France,Senegal
Congo,Senegal
DR Congo,Senegal
Tunisia,Senegal
Senegal,Senegal
France,Senegal
Tunisia,Senegal
Portugal,Portugal
Sweden,Sweden
Brazil,England
Scotland,Scotland
Brazil,Egypt
Brazil,Israel
Poland,Poland
Sweden,Soviet Union
Ethiopia,Zanzibar
Northern Ireland,Spain
England,German DR
Romania,Poland
England,Switzerland
Republic of Ireland,Republic of Ireland
Scotland,Spain
Finland,Finland
Sudan,Sudan
Finland,Sweden
Norway,Sweden
China PR,China PR
Bulgaria,German DR
Poland,Poland
Réunion,Madagascar
Madagascar,Madagascar
Sweden,Sweden
Turkey,Poland
Hungary,Soviet Union
Japan,Japan
Northern Ireland,Northern Ireland
Republic of Ireland,Republic of Ireland
Russia,Soviet Union
Hungary,German DR
Spain,Northern Ireland
Cameroon,Cameroon
Sweden,Sweden
Norway,Switzerland
Scotland,Scotland
England,England
Scotland,Scotland
Ethiopia,Senegal
Belgium,Spain
Guinea,Senegal
Guinea,Cameroon
German DR,Ceylon
Benin,Cameroon
Cameroon,Cameroon
Indonesia,Ceylon
Indonesia,Ceylon
Spain,Spain
Mali,Ivory Coast
Egypt,Egypt
Spain,Republic of Ireland
Scotland,Scotland
Switzerland,Switzerland
DR Congo,Cameroon
Northern Ireland,Northern Ireland
Portugal,Switzerland
England,England
Poland,Poland
Italy,Switzerland
Russia,Sweden
England,Portugal
Russia,Soviet Union
England,Republic of Ireland
Israel,Israel
India,Israel
Russia,Soviet Union
Israel,Israel
Brazil,Brazil
South Korea,Israel
Argentina,Brazil
India,Israel
Argentina,Brazil
Israel,Israel
Portugal,Brazil
Argentina,Brazil
Brazil,Brazil
Germany,Finland
Russia,Spain
Spain,Spain
Hungary,Spain
Spain,Spain
Sweden,Sweden
Zambia,Nyasaland
Zambia,Nyasaland
DR Congo,Cameroon
Cameroon,Cameroon
Cameroon,Cameroon
Cameroon,Cameroon
Finland,Finland
Iceland,Iceland
Finland,Iceland
Finland,Finland
Poland,Poland
England,Northern Ireland
Hungary,Switzerland
Poland,Sweden
Northern Ireland,Northern Ireland
Belgium,England
Scotland,Scotland
Republic of Ireland,Republic of Ireland
Israel,Israel
Lebanon,Kuwait
Iraq,Kuwait
Switzerland,Switzerland
Libya,Kuwait
Kuwait,Kuwait
Portugal,Portugal
Iraq,Kuwait
Libya,Kuwait
Lebanon,Kuwait
Libya,Kuwait
England,England
Libya,Kuwait
Scotland,Scotland
Denmark,Israel
Ivory Coast,Ivory Coast
Portugal,Portugal
Netherlands,Israel
Senegal,Senegal
El Salvador,El Salvador
Nicaragua,El Salvador
El Salvador,El Salvador
Switzerland,Israel
Northern Ireland,Northern Ireland
Belgium,Republic of Ireland
Sudan,Sudan
Wales,Northern Ireland
Scotland,England
Italy,Poland
Switzerland,Switzerland
England,England
Republic of Ireland,Republic of Ireland
Senegal,Senegal
Sweden,Sweden
Northern Ireland,Northern Ireland
Spain,Scotland
Bulgaria,Poland
Austria,Soviet Union
England,Sweden
Turkey,Iran
Hungary,German DR
Scotland,Poland
Russia,Soviet Union
Iran,Iran
Germany,Switzerland
Scotland,Finland
Russia,Soviet Union
Brazil,Brazil
Brazil,Brazil
Argentina,Brazil
Portugal,Portugal
Italy,Sweden
Italy,Finland
Brazil,Portugal
Russia,Soviet Union
Brazil,Sweden
Brazil,Soviet Union
Denmark,Iceland
Turkey,Iran
Iran,Iran
Ecuador,Ecuador
Turkey,Iran
Iraq,Jordan
Finland,Finland
Chile,Ecuador
Sudan,Sudan
Finland,Sweden
Nigeria,Gabon
Nigeria,Gabon
Yugoslavia,Soviet Union
Brazil,Brazil
Ivory Coast,Ivory Coast
Germany,Sweden
Finland,Finland
Northern Ireland,Northern Ireland
Poland,Scotland
Austria,England
Poland,Poland
Spain,Spain
German DR,German DR
Czechoslovakia,Portugal
Norway,Sweden
Scotland,Scotland
England,England
Belgium,Israel
Switzerland,Switzerland
Russia,Brazil
Brazil,Brazil
Bulgaria,Israel
Scotland,Scotland
England,Spain
Poland,England
England,England
Bulgaria,Egypt
Niger,Niger
Turkey,Iran
England,Scotland
Israel,Israel
Russia,Switzerland
German DR,German DR
Hungary,Poland
England,England
Germany,Republic of Ireland
Germany,Northern Ireland
Israel,Finland
Netherlands,Scotland
Brazil,Brazil
Chile,Brazil
Brazil,Brazil
Sweden,Poland
Brazil,Brazil
Brazil,Brazil
Finland,Finland
Brazil,Brazil
France,Soviet Union
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Portugal,Portugal
Czechoslovakia,Brazil
Uruguay,Israel
Portugal,Scotland
Mexico,Switzerland
Northern Ireland,Northern Ireland
Uruguay,Spain
Brazil,Scotland
England,Finland
Portugal,Portugal
Yugoslavia,Sweden
China PR,China PR
Brazil,Sweden
German DR,German DR
Portugal,Portugal
England,Poland
Uruguay,England
Brazil,England
Germany,England
Russia,England
Argentina,England
Italy,England
Mexico,England
Portugal,England
Hungary,England
North Korea,England
Uruguay,England
Spain,England
Germany,England
Portugal,England
England,England
Russia,England
Argentina,England
Portugal,England
North Korea,England
Uruguay,England
Hungary,England
Russia,England
England,England
Germany,England
China PR,China PR
England,England
Germany,England
Russia,England
Portugal,England
Germany,England
England,England
Portugal,England
England,England
Congo,Cameroon
China PR,China PR
German DR,German DR
German DR,German DR
Finland,Finland
German DR,German DR
Uganda,Zanzibar
Tanzania,Zanzibar
Uganda,Zanzibar
Austria,Finland
Poland,Poland
Sweden,Sweden
Yugoslavia,Israel
Turkey,Soviet Union
England,Northern Ireland
Spain,Republic of Ireland
German DR,Soviet Union
Cameroon,Cameroon
Ghana,Ivory Coast
Czechoslovakia,England
Sweden,Sweden
Sweden,Portugal
England,England
Republic of Ireland,Republic of Ireland
Scotland,Scotland
Poland,Israel
Romania,Israel
Spain,Spain
Thailand,Thailand
Japan,Thailand
Iran,Thailand
Indonesia,Thailand
Japan,Thailand
Vietnam Republic,Thailand
Myanmar,Thailand
India,Thailand
Vietnam Republic,Thailand
Iran,Thailand
Taiwan,Thailand
Myanmar,Thailand
Japan,Thailand
Indonesia,Thailand
Singapore,Thailand
Singapore,Thailand
Indonesia,Thailand
Japan,Thailand
Iran,Thailand
Japan,Thailand
Myanmar,Thailand
Iran,Thailand
Myanmar,Thailand
Japan,Thailand
Myanmar,Thailand
Paraguay,Ecuador
Gabon,Gabon
German DR,Sudan
Congo,Niger
Ethiopia,Sudan
Sudan,Sudan
Kenya,Sudan
Ethiopia,Sudan
Congo,Cameroon
Sudan,Sudan
Liberia,Ivory Coast
Senegal,Senegal
Egypt,Egypt
Ivory Coast,Gabon
Sudan,Sudan
German DR,German DR
Wales,Northern Ireland
Scotland,England
Ivory Coast,Ivory Coast
Czechoslovakia,Switzerland
Ivory Coast,Ivory Coast
Greece,Finland
Russia,Scotland
Scotland,Israel
German DR,Sweden
Czechoslovakia,Republic of Ireland
Poland,Poland
England,England
Switzerland,Switzerland
Russia,Soviet Union
Spain,Spain
Norway,Finland
Mexico,Soviet Union
Portugal,Sweden
Belarus,Soviet Union
Russia,Soviet Union
Bulgaria,Sweden
Senegal,Senegal
Russia,Soviet Union
Indonesia,Taiwan
Japan,Taiwan
Burkina Faso,Niger
Japan,Taiwan
Japan,Taiwan
South Korea,Taiwan
Indonesia,Taiwan
Sweden,Sweden
Russia,Soviet Union
Russia,Finland
France,Poland
Switzerland,Soviet Union
El Salvador,El Salvador
German DR,German DR
Northern Ireland,Northern Ireland
Spain,Spain
El Salvador,El Salvador
German DR,German DR
Romania,Poland
Guatemala,El Salvador
Sweden,Sweden
Switzerland,Switzerland
Portugal,Portugal
Italy,Switzerland
England,England
Scotland,Scotland
Senegal,Senegal
Turkey,Pakistan
Turkey,Pakistan
Russia,England
Thailand,Thailand
Myanmar,Thailand
Vietnam Republic,Thailand
Myanmar,Thailand
Myanmar,Thailand
Vietnam Republic,Thailand
Thailand,Thailand
Myanmar,Thailand
Bulgaria,Portugal
Belgium,Israel
Israel,Israel
Sweden,Israel
England,Scotland
Spain,Spain
England,England
Germany,Switzerland
Poland,Poland
Russia,Soviet Union
Netherlands,Poland
Eswatini,Swaziland
Spain,Sweden
El Salvador,El Salvador
England,Spain
Iran,Iran
Taiwan,Iran
Russia,Soviet Union
Israel,Iran
Iran,Iran
Myanmar,Iran
Taiwan,Iran
Poland,Republic of Ireland
Iran,Iran
Israel,Iran
Myanmar,Iran
Iran,Iran
England,England
Denmark,Finland
Brazil,Brazil
Brazil,Brazil
Russia,Soviet Union
Belgium,Finland
Brazil,Poland
Sweden,Sweden
Norway,Iceland
Eswatini,Swaziland
El Salvador,El Salvador
Russia,Sweden
Brazil,Brazil
Brazil,Brazil
El Salvador,El Salvador
Northern Ireland,Israel
Costa Rica,El Salvador
Sweden,Finland
New Zealand,New Zealand
Switzerland,Switzerland
New Caledonia,New Zealand
Sweden,Sweden
Switzerland,Switzerland
German DR,Poland
Northern Ireland,Northern Ireland
Portugal,Portugal
Poland,Poland
Mexico,Brazil
Brazil,Brazil
Scotland,Scotland
Sudan,Sudan
Austria,Republic of Ireland
Myanmar,Thailand
Thailand,Thailand
Indonesia,Thailand
Myanmar,Thailand
Thailand,Thailand
Indonesia,Thailand
Malaysia,Thailand
Indonesia,Thailand
Indonesia,Thailand
Myanmar,Thailand
Cameroon,Cameroon
El Salvador,El Salvador
Thailand,Thailand
Indonesia,Thailand
Denmark,Republic of Ireland
Bulgaria,England
Belgium,Spain
El Salvador,El Salvador
Germany,Brazil
El Salvador,El Salvador
Yugoslavia,Brazil
Brazil,Brazil
Nigeria,Cameroon
Senegal,Senegal
Romania,England
Senegal,Senegal
Cameroon,Cameroon
Morocco,Spain
Iran,Iran
Pakistan,Iran
England,England
Iran,Iran
Greece,Israel
Spain,Spain
Italy,German DR
Mexico,Portugal
Brazil,Brazil
Brazil,Brazil
German DR,German DR
Switzerland,Portugal
Germany,Scotland
Poland,Poland
Austria,Israel
Mexico,Spain
Spain,Spain
Sweden,Sweden
England,Northern Ireland
Czechoslovakia,Republic of Ireland
Greece,Portugal
Northern Ireland,Scotland
England,England
England,England
Wales,Northern Ireland
Sudan,Sudan
Peru,El Salvador
Romania,Switzerland
Scotland,Scotland
Sweden,Sweden
Sweden,Sweden
Yugoslavia,Finland
Hungary,Republic of Ireland
Brazil,Brazil
El Salvador,El Salvador
Ecuador,Ecuador
Chile,German DR
Iceland,Iceland
Finland,Finland
German DR,German DR
Cameroon,Cameroon
Madagascar,Madagascar
Uruguay,Ecuador
German DR,German DR
Finland,Finland
Russia,German DR
Chile,Ecuador
Sweden,Soviet Union
Brazil,Brazil
Brazil,Brazil
Norway,Finland
Sweden,Sweden
Poland,Poland
Brazil,Brazil
Poland,Poland
Russia,Northern Ireland
El Salvador,El Salvador
Egypt,Egypt
Scotland,Republic of Ireland
Ghana,Niger
Sweden,Sweden
Haiti,El Salvador
Israel,Israel
Israel,Israel
Nigeria,Sudan
Morocco,Sudan
Denmark,Republic of Ireland
Russia,Soviet Union
Spain,Spain
Sweden,Sweden
Russia,Soviet Union
Guinea,Senegal
Ivory Coast,Ivory Coast
Egypt,Egypt
Portugal,Switzerland
Ivory Coast,Ivory Coast
Poland,Poland
South Korea,Thailand
Malaysia,Thailand
Vietnam Republic,Thailand
South Korea,Thailand
Laos,Thailand
Indonesia,Thailand
Western Australia,Thailand
Malaysia,Thailand
South Korea,Thailand
Indonesia,Thailand
Vietnam Republic,Thailand
Indonesia,Thailand
South Korea,Thailand
South Korea,Thailand
Vietnam Republic,Thailand
Israel,Israel
England,England
German DR,Egypt
Netherlands,England
Netherlands,Israel
Cameroon,Sudan
Sudan,Sudan
Ghana,Sudan
Egypt,Sudan
Cameroon,Sudan
Ivory Coast,Sudan
Guinea,Sudan
Ghana,Sudan
Ivory Coast,Sudan
Sudan,Sudan
Egypt,Sudan
Guinea,Sudan
Spain,Spain
Ghana,Sudan
Sudan,Sudan
Egypt,Sudan
Sudan,Sudan
Italy,Spain
Russia,El Salvador
Argentina,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Bahrain,Bahrain
Kuwait,Bahrain
Saudi Arabia,Bahrain
Kuwait,Bahrain
Qatar,Bahrain
Kuwait,Bahrain
Paraguay,Brazil
Scotland,Northern Ireland
England,England
Wales,Scotland
Spain,Switzerland
England,Scotland
Brazil,Brazil
Switzerland,Switzerland
Poland,Poland
Italy,Portugal
German DR,Poland
England,Ecuador
Denmark,Finland
Denmark,Sweden
Denmark,Iceland
Cameroon,Gabon
Iceland,Iceland
Poland,Poland
German DR,German DR
Ivory Coast,Ivory Coast
Gabon,Cameroon
Sweden,Finland
Poland,Poland
German DR,German DR
Iran,Iran
Turkey,Iran
Turkey,Iran
North Vietnam,Vietnam DR
Poland,Republic of Ireland
Uganda,Zanzibar
Brazil,Brazil
Tanzania,Zanzibar
Sweden,Republic of Ireland
Poland,Poland
Italy,Switzerland
Senegal,Ivory Coast
Russia,Soviet Union
Spain,Spain
Sweden,Sweden
Australia,Iran
Ivory Coast,Gabon
Singapore,Thailand
Thailand,Thailand
Malaysia,Thailand
South Korea,Thailand
Thailand,Thailand
German DR,German DR
Indonesia,Thailand
Scotland,Scotland
Spain,Spain
South Korea,Thailand
Thailand,Thailand
Vietnam Republic,Thailand
Indonesia,Thailand
Laos,Thailand
South Korea,Thailand
Indonesia,Thailand
Madagascar,Madagascar
Malaysia,Thailand
Hungary,Switzerland
Hong Kong,Thailand
South Korea,Thailand
South Korea,Thailand
Thailand,Thailand
Malaysia,Thailand
South Korea,Thailand
Ivory Coast,Ivory Coast
England,England
India,Thailand
Japan,Thailand
Myanmar,Thailand
Iran,Thailand
India,Thailand
South Korea,Thailand
Mali,Niger
Japan,Thailand
Myanmar,Thailand
Thailand,Thailand
South Korea,Thailand
Japan,Thailand
Cambodia,Thailand
India,Thailand
South Korea,Thailand
Japan,Thailand
Myanmar,Thailand
Japan,Thailand
Myanmar,Thailand
South Korea,Thailand
Myanmar,Thailand
Senegal,Senegal
Indonesia,Thailand
India,Thailand
Myanmar,Thailand
Egypt,Egypt
Iraq,Kuwait
Catalonia,Spain
Russia,El Salvador
Madagascar,Madagascar
Senegal,Cameroon
Senegal,Cameroon
Senegal,Senegal
Cameroon,Cameroon
France,Spain
Madagascar,Madagascar
England,England
Northern Ireland,Northern Ireland
Portugal,Portugal
Switzerland,Switzerland
German DR,German DR
Ghana,Ivory Coast
Poland,Switzerland
Yugoslavia,German DR
Italy,Republic of Ireland
England,England
Portugal,Portugal
Switzerland,Switzerland
Thailand,Taiwan
England,Northern Ireland
Northern Ireland,Scotland
Wales,England
Sweden,Sweden
China PR,China PR
Cambodia,Thailand
England,England
Indonesia,Thailand
Malaysia,Thailand
Northern Ireland,Northern Ireland
Cambodia,Thailand
Thailand,Thailand
Wales,Finland
Malaysia,Thailand
Sweden,Sweden
Indonesia,Thailand
Indonesia,Thailand
Malaysia,Thailand
Cambodia,Thailand
Austria,Republic of Ireland
Russia,Soviet Union
Thailand,Thailand
Malaysia,Thailand
Thailand,Thailand
Russia,Soviet Union
Italy,Sweden
Russia,Soviet Union
Czechoslovakia,Finland
Mauritius,Madagascar
Sweden,Sweden
Austria,Brazil
Brazil,Brazil
Yugoslavia,Brazil
Brazil,Brazil
Senegal,Senegal
Sweden,Sweden
Japan,Iceland
Norway,Finland
Guinea,Senegal
El Salvador,El Salvador
El Salvador,El Salvador
Mexico,German DR
